year,depth,mag,magType,net,id,updated,place,type,status,locationSource,magSource,,,,
1972,222.1,7.1,mw,iscgem,iscgem773729,2015-05-13T18:53:06.000Z,Tonga,earthquake,automatic,iscgem,iscgem,,,,
1972,330.8,7.7,mw,iscgem,iscgem772416,2015-05-13T18:53:06.000Z,Celebes Sea,earthquake,automatic,iscgem,iscgem,,,,
1972,25,7.6,mw,iscgem,iscgem772060,2017-12-07T16:47:49.872Z,Southeastern Alaska,earthquake,automatic,iscgem,iscgem,,,,
1972,20,7.5,mw,iscgem,iscgem770672,2015-05-13T18:53:07.000Z,"New Britain region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1972,20,7,mw,iscgem,iscgem766936,2017-04-26T17:26:21.038Z,"Loyalty Islands, New Caledonia",earthquake,automatic,iscgem,iscgem,,,,
1972,60,8,mw,iscgem,iscgem765501,2017-04-26T17:26:24.614Z,"Mindanao, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1972,55,7.4,mw,iscgem,iscgem765618,2017-04-13T21:47:07.378Z,"Izu Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1973,43,7.5,ms,us,usp00000bf,2017-04-26T17:26:33.460Z,"Michoacan, Mexico",earthquake,reviewed,us,us,,,,
1973,33,7.4,ms,us,usp00000dz,2017-04-26T17:26:34.140Z,"western Sichuan, China",earthquake,reviewed,us,us,,,,
1973,27,7.2,ms,us,usp00000rx,2017-04-13T21:47:18.493Z,Kuril Islands,earthquake,reviewed,us,us,,,,
1973,33,7,ms,us,usp00000z7,2017-04-26T17:26:38.136Z,"Luzon, Philippines",earthquake,reviewed,us,us,,,,
1973,48,7.7,ms,us,usp0000270,2017-04-26T17:26:46.942Z,"Hokkaido, Japan region",earthquake,reviewed,us,us,,,,
1973,50,7.1,ms,us,usp00002bv,2017-04-26T17:26:47.576Z,Kuril Islands,earthquake,reviewed,us,us,,,,
1973,33,7,ms,us,usp00003qs,2015-05-13T18:53:08.000Z,east of the South Sandwich Islands,earthquake,reviewed,us,us,,,,
1973,26,7.5,ms,us,usp00004p9,2017-04-26T17:27:19.407Z,Vanuatu,earthquake,reviewed,us,us,,,,
1973,47,7.2,ms,us,usp00004py,2017-04-26T17:27:20.096Z,Vanuatu,earthquake,reviewed,us,us,,,,
1974,34,7.2,ms,us,usp00004vu,2017-04-26T17:27:23.476Z,Vanuatu,earthquake,reviewed,us,us,,,,
1974,34,7,ms,us,usp000053h,2017-04-26T17:27:26.734Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1974,40,7.1,ms,us,usp000053r,2017-04-26T17:27:28.849Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1974,33,7.2,ms,us,usp00006zm,2015-05-13T18:53:09.000Z,Kermadec Islands region,earthquake,reviewed,us,us,,,,
1974,12,7.3,ms,us,usp000072y,2017-04-26T17:27:48.068Z,Panama-Colombia border region,earthquake,reviewed,us,us,,,,
1974,9,7.3,ms,us,usp00007j0,2017-04-26T17:27:50.000Z,Kyrgyzstan-Tajikistan-Xinjiang border region,earthquake,reviewed,us,us,,,,
1974,36,7.1,ms,us,usp00007nz,2017-04-26T17:27:51.908Z,"Araucania, Chile",earthquake,reviewed,us,us,,,,
1974,13,7.6,ms,us,usp0000888,2018-02-15T02:18:39.343Z,near the coast of central Peru,earthquake,reviewed,us,us,,,,
1974,47,7.5,ms,us,usp00008aq,2018-02-14T22:49:56.951Z,"Antigua and Barbuda region, Leeward Islands",earthquake,reviewed,us,us,,,,
1974,48,7.2,ms,us,usp00008hm,2015-05-13T18:53:10.000Z,D'Entrecasteaux Islands region,earthquake,reviewed,us,us,,,,
1974,6,7.2,ms,us,usp00008qy,2017-04-26T17:28:01.700Z,near the coast of central Peru,earthquake,reviewed,us,us,,,,
1975,10,7.6,ms,us,usp00009ry,2017-04-13T21:48:33.830Z,"Near Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,us,,,,
1975,33,7,mw,us,usp00009ss,2018-02-14T22:50:56.217Z,"Liaoning, China",earthquake,reviewed,us,1020,,,,
1975,6,7.7,ms,us,usp0000az9,2017-04-26T17:28:26.847Z,"Bio-Bio, Chile",earthquake,reviewed,us,us,,,,
1975,33,7.9,ms,us,usp0000b6e,2015-05-13T18:53:10.000Z,Azores-Cape St. Vincent Ridge,earthquake,reviewed,us,us,,,,
1975,15,7,ms,us,usp0000bdp,2015-05-13T18:53:10.000Z,Kuril Islands,earthquake,reviewed,us,us,,,,
1975,49,7.9,ms,us,usp0000c24,2017-04-13T21:48:53.346Z,"Bougainville region, Papua New Guinea",earthquake,reviewed,us,us,,,,
1975,44,7.7,ms,us,usp0000c2s,2017-04-26T17:28:36.433Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1975,33,7,ms,us,usp0000d0m,2017-04-26T17:28:47.263Z,"southern Sumatra, Indonesia",earthquake,reviewed,us,us,,,,
1975,54,7,ms,us,usp0000d2p,2015-05-13T18:53:11.000Z,Santa Cruz Islands,earthquake,reviewed,us,us,,,,
1975,9,7.8,ms,us,usp0000d42,2015-05-13T18:53:11.000Z,south of Tonga,earthquake,reviewed,us,us,,,,
1975,50,7.2,ms,us,usp0000dc1,2017-04-26T17:28:53.747Z,"Samar, Philippines",earthquake,reviewed,us,us,,,,
1975,5,7.1,ms,us,usp0000dsc,2018-01-12T15:21:03.326Z,"Hawaii region, Hawaii",earthquake,reviewed,h,us,,,,
1975,33,7.8,ms,us,usp0000e2t,2015-05-13T18:53:11.000Z,Samoa Islands region,earthquake,reviewed,us,us,,,,
1976,33,8,ms,us,usp0000ee7,2016-11-10T02:39:03.544Z,Kermadec Islands region,earthquake,reviewed,us,us,,,,
1976,41,7,ms,us,usp0000ekj,2016-11-10T02:39:04.351Z,Kuril Islands,earthquake,reviewed,us,us,,,,
1976,5,7.5,mw,us,usp0000ex3,2018-02-15T02:25:49.201Z,Guatemala,earthquake,reviewed,us,1000,,,,
1976,33,7,ms,us,usp0000ft0,2017-04-26T17:29:18.827Z,western Uzbekistan,earthquake,reviewed,us,us,,,,
1976,10,7,ms,us,usp0000gcj,2017-04-26T17:29:30.727Z,western Uzbekistan,earthquake,reviewed,us,us,,,,
1976,10,7,ms,us,usp0000gm8,2017-04-26T17:29:32.689Z,Myanmar-China border region,earthquake,reviewed,us,us,,,,
1976,33,7,ms,us,usp0000gzb,2017-04-26T17:29:40.956Z,"northern Sumatra, Indonesia",earthquake,reviewed,us,us,,,,
1976,33,7.1,ms,us,usp0000h1p,2017-04-26T17:29:42.236Z,"Papua, Indonesia",earthquake,reviewed,us,us,,,,
1976,3,7,ms,us,usp0000h9g,2017-04-26T17:29:45.417Z,Panama,earthquake,reviewed,us,us,,,,
1976,23,7.5,mw,us,usp0000hjg,2018-02-15T02:31:29.567Z,"Tianjin-Hebei border region, China",earthquake,reviewed,us,1000,,,,
1976,26,7.4,ms,us,usp0000hk6,2017-04-26T17:29:50.547Z,"Hebei, China",earthquake,reviewed,us,us,,,,
1976,33,7.9,ms,us,usp0000hvb,2017-04-26T17:29:55.948Z,"Mindanao, Philippines",earthquake,reviewed,us,us,,,,
1976,33,7.1,ms,us,usp0000k3d,2017-04-26T17:30:09.873Z,"Papua, Indonesia",earthquake,reviewed,us,us,,,,
1976,36,7.3,ms,us,usp0000kf0,2017-04-26T17:30:18.430Z,Turkey-Iran border region,earthquake,reviewed,us,us,,,,
1977,37,7,ms,us,usp0000myv,2017-04-26T17:30:33.547Z,"Luzon, Philippines",earthquake,reviewed,us,us,,,,
1977,33,7.6,ms,us,usp0000n82,2016-11-10T00:30:26.724Z,Samoa Islands region,earthquake,reviewed,us,us,,,,
1977,19,7.5,ms,us,usp0000ngg,2017-04-26T17:30:41.591Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1977,33,7.5,ms,us,usp0000ngh,2017-04-26T17:30:42.264Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1977,33,7.5,ms,us,usp0000nh4,2017-04-26T17:30:43.543Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1977,33,7.2,ms,us,usp0000px4,2017-04-26T17:30:53.687Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1977,25,8.3,mw,iscgem,iscgem694739,2017-07-14T20:09:18.554Z,"south of Sumbawa, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1977,33,7.1,ms,us,usp0000qbd,2016-11-10T00:43:59.858Z,east of the South Sandwich Islands,earthquake,reviewed,us,us,,,,
1977,33,7.2,ms,us,usp0000qzg,2016-11-10T00:48:31.003Z,south of Tonga,earthquake,reviewed,us,us,,,,
1977,13,7.4,ms,us,usp0000rp1,2017-04-26T17:31:09.613Z,"San Juan, Argentina",earthquake,reviewed,us,us,,,,
1978,33,7.2,ms,us,usp0000swb,2016-11-10T02:39:53.946Z,"Kermadec Islands, New Zealand",earthquake,reviewed,us,us,,,,
1978,33,7.5,ms,us,usp0000tjh,2017-04-13T21:51:07.470Z,Kuril Islands,earthquake,reviewed,us,us,,,,
1978,33,7.6,ms,us,usp0000tmy,2016-11-10T02:39:55.442Z,Kuril Islands,earthquake,reviewed,us,us,,,,
1978,33,7.1,ms,us,usp0000tn6,2017-04-26T17:31:35.655Z,Kyrgyzstan,earthquake,reviewed,us,us,,,,
1978,44,7.7,ms,us,usp0000v0f,2017-04-26T17:31:47.149Z,"near the east coast of Honshu, Japan",earthquake,reviewed,us,us,,,,
1978,33,7,ms,us,usp0000v3r,2016-11-10T02:38:45.398Z,Tonga region,earthquake,reviewed,us,us,,,,
1978,17,7.4,ms,us,usp0000vpz,2017-04-26T17:31:55.633Z,Taiwan region,earthquake,reviewed,us,us,,,,
1978,56,7,ms,us,usp0000w5v,2017-04-26T17:32:00.575Z,Costa Rica,earthquake,reviewed,us,us,,,,
1978,33,7.4,ms,us,usp0000wjx,2017-04-26T17:32:07.443Z,eastern Iran,earthquake,reviewed,us,us,,,,
1978,33,7.1,ms,us,usp0000x9z,2017-04-26T17:32:15.128Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1978,18,7.7,ms,us,usp0000xp7,2017-04-26T17:32:17.740Z,"Oaxaca, Mexico",earthquake,reviewed,us,us,,,,
1978,33,7,ms,us,usp0000y1y,2017-04-26T17:32:23.449Z,Taiwan region,earthquake,reviewed,us,us,,,,
1979,15,7.1,ms,us,usp0000z2a,2017-12-06T19:20:04.877Z,Southern Alaska,earthquake,reviewed,ag,us,,,,
1979,49,7.6,ms,us,usp0000zbw,2017-04-13T21:51:58.974Z,"Guerrero, Mexico",earthquake,reviewed,us,us,,,,
1979,15,7.1,ms,us,usp00012mz,2017-04-26T17:33:02.005Z,"Babuyan Islands region, Philippines",earthquake,reviewed,us,us,,,,
1979,5,7.9,ms,us,usp00012wp,2017-04-26T17:33:03.955Z,"Biak region, Indonesia",earthquake,reviewed,us,us,,,,
1979,33,7.4,ms,us,usp00013ck,2016-11-08T23:31:12.538Z,off the west coast of the South Island of New Zealand,earthquake,reviewed,us,us,,,,
1979,22,7.1,ms,us,usp00013nn,2017-04-26T17:33:12.339Z,Solomon Islands,earthquake,reviewed,us,us,,,,
1979,10,7.1,ms,us,usp000147t,2017-04-26T17:33:23.659Z,eastern Iran,earthquake,reviewed,us,us,,,,
1979,24,7.7,ms,us,usp00014ey,2017-04-26T17:33:26.403Z,near the coast of Ecuador,earthquake,reviewed,us,us,,,,
1980,44,7,ms,us,usp00015mw,2017-04-26T17:33:39.288Z,Kuril Islands,earthquake,reviewed,us,us,,,,
1980,33,7.5,ms,us,usp00018r3,2017-04-13T21:53:11.885Z,Santa Cruz Islands,earthquake,reviewed,us,us,,,,
1980,33,7.9,ms,us,usp00018y0,2017-04-26T17:34:02.116Z,Santa Cruz Islands,earthquake,reviewed,us,us,,,,
1980,10,7.3,ms,us,usp0001a5w,2017-04-26T17:34:11.007Z,northern Algeria,earthquake,reviewed,us,us,,,,
1980,33,7.2,ms,us,usp0001aez,2016-11-10T02:38:56.257Z,southeast of the Loyalty Islands,earthquake,reviewed,us,us,,,,
1980,19,7.2,mw,us,usp0001aq1,2017-12-06T17:09:53.589Z,offshore Northern California,earthquake,reviewed,us,1023,,,,
1981,33,7,ms,us,usp0001byq,2016-11-10T00:24:59.921Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,us,,,,
1981,33,7.6,ms,us,usp0001dv1,2016-11-10T02:39:57.420Z,off the west coast of the South Island of New Zealand,earthquake,reviewed,us,us,,,,
1981,33,7,ms,us,usp0001ej2,2016-11-10T00:39:39.291Z,southeast of the Loyalty Islands,earthquake,reviewed,us,us,,,,
1981,30,7,ms,us,usp0001eq4,2017-04-26T17:34:54.485Z,Vanuatu,earthquake,reviewed,us,us,,,,
1981,33,7.1,ms,us,usp0001ezf,2017-04-26T17:34:55.746Z,eastern Iran,earthquake,reviewed,us,us,,,,
1981,25,7.7,ms,us,usp0001fkx,2017-04-26T17:34:58.216Z,Samoa Islands region,earthquake,reviewed,us,us,,,,
1981,33,7.2,ms,us,usp0001gg1,2017-04-13T21:54:11.819Z,"off the coast of Valparaiso, Chile",earthquake,reviewed,us,us,,,,
1981,33,7.3,ms,us,usp0001gnv,2017-04-26T17:35:07.246Z,"Guerrero, Mexico",earthquake,reviewed,us,us,,,,
1981,10,7.2,ms,us,usp0001hgc,2017-04-26T17:35:13.072Z,Aegean Sea,earthquake,reviewed,us,us,,,,
1981,33,7.1,ms,us,usp0001hp7,2016-11-10T00:56:05.597Z,"Kermadec Islands, New Zealand",earthquake,reviewed,us,us,,,,
1982,45.7,7.1,ms,us,usp0001hze,2017-04-26T17:35:16.039Z,"Catanduanes, Philippines",earthquake,reviewed,us,us,,,,
1982,33.8,7,ms,us,usp0001mrg,2017-04-26T17:35:35.887Z,"Guerrero, Mexico",earthquake,reviewed,us,us,,,,
1982,73,7.3,mw,iscgem,iscgem597450,2018-04-11T15:52:47.315Z,offshore El Salvador,earthquake,automatic,iscgem,iscgem,,,,
1982,536,7.1,mw,us,usp0001n8w,2016-11-10T00:39:30.947Z,"west of the Bonin Islands, Japan",earthquake,reviewed,us,nc,,,,
1982,10,7,ms,us,usp0001nap,2016-11-10T02:39:58.906Z,north of Macquarie Island,earthquake,reviewed,us,us,,,,
1982,36.6,7.1,mw,us,usp0001nkk,2017-04-26T17:35:40.486Z,"near the east coast of Honshu, Japan",earthquake,reviewed,us,nc,,,,
1982,30.7,7,mw,us,usp0001nvd,2016-11-10T00:42:05.073Z,Santa Cruz Islands,earthquake,reviewed,us,nc,,,,
1982,33,7.2,mw,us,usp0001rj6,2016-11-10T00:55:27.159Z,south of Tonga,earthquake,reviewed,us,nc,,,,
1983,14.3,7,mw,us,usp0001sa1,2017-04-26T17:36:03.653Z,Greece,earthquake,reviewed,us,nc,,,,
1983,238,7,mw,us,usp0001smj,2016-11-10T00:24:41.925Z,Kermadec Islands region,earthquake,reviewed,us,nc,,,,
1983,88.8,7.6,ms,us,usp0001tr1,2017-04-13T21:55:18.014Z,"New Ireland region, Papua New Guinea",earthquake,reviewed,us,us,,,,
1983,37,7.1,mw,us,usp0001u4p,2017-04-26T17:36:17.967Z,Costa Rica,earthquake,reviewed,us,nc,,,,
1983,104.2,7,mw,us,usp0001uct,2017-04-26T17:36:22.902Z,Peru-Ecuador border region,earthquake,reviewed,us,nc,,,,
1983,64,7,mw,us,usp0001uj8,2017-04-26T17:36:24.761Z,Iran-Pakistan border region,earthquake,reviewed,us,nc,,,,
1983,23.7,7.4,mw,us,usp0001vmy,2017-04-26T17:36:32.425Z,"near the west coast of Honshu, Japan",earthquake,reviewed,us,nc,,,,
1983,62.6,7.1,mw,us,usp0001xqy,2017-04-26T17:36:51.223Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,reviewed,us,nc,,,,
1983,14.8,7.4,mw,us,usp0001ytj,2017-04-26T17:37:03.427Z,"Atacama, Chile",earthquake,reviewed,us,nc,,,,
1983,24,7.2,mw,us,usp0001z5e,2016-11-10T00:49:41.760Z,South Sandwich Islands region,earthquake,reviewed,us,nc,,,,
1983,178.5,7.3,mw,us,usp000200r,2017-04-26T17:37:18.327Z,"Kepulauan Barat Daya, Indonesia",earthquake,reviewed,us,nc,,,,
1983,10,7.3,mw,us,usp000205u,2016-11-10T00:53:41.733Z,Chagos Archipelago region,earthquake,reviewed,us,nc,,,,
1983,67.1,7,mw,us,usp000207b,2017-04-26T17:37:19.603Z,offshore Guatemala,earthquake,reviewed,us,nc,,,,
1983,214.5,7.4,mw,us,usp00020xw,2017-04-26T17:37:26.176Z,"Hindu Kush region, Afghanistan",earthquake,reviewed,us,nc,,,,
1984,368.1,7.2,mw,us,usp00020z7,2016-11-10T00:22:19.667Z,"near the south coast of western Honshu, Japan",earthquake,reviewed,us,nc,,,,
1984,33,7,mw,us,usp000213u,2017-04-26T17:37:27.465Z,"Sulawesi, Indonesia",earthquake,reviewed,us,nc,,,,
1984,18.1,7.6,mw,us,usp00021u7,2017-04-26T17:37:29.995Z,Solomon Islands,earthquake,reviewed,us,hrv,,,,
1984,649.1,7.3,mw,us,usp00022es,2016-11-10T00:27:50.591Z,"Mindanao, Philippines",earthquake,reviewed,us,nc,,,,
1984,457.4,7.4,mw,us,usp00022fa,2017-04-13T21:56:20.952Z,"Izu Islands, Japan region",earthquake,reviewed,us,hrv,,,,
1984,14.5,7,mw,us,usp00022s5,2017-04-26T17:37:38.256Z,western Uzbekistan,earthquake,reviewed,us,nc,,,,
1984,44.4,7.2,mw,us,usp00022y2,2017-04-13T21:56:21.921Z,Kuril Islands,earthquake,reviewed,us,hrv,,,,
1984,174.4,7.1,mw,us,usp00024qw,2017-04-26T17:37:51.214Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1984,242.3,7.4,mw,us,usp000268f,2017-04-26T17:38:02.647Z,"Sulawesi, Indonesia",earthquake,reviewed,us,hrv,,,,
1984,128.4,7.2,mw,us,usp000286c,2016-11-10T00:49:01.567Z,Tonga,earthquake,reviewed,us,nc,,,,
1984,10,7.1,mw,us,usp00028pr,2016-11-10T00:50:38.010Z,central Mid-Atlantic Ridge,earthquake,reviewed,us,nc,,,,
1984,104.7,7.1,mw,us,usp000292p,2016-11-10T00:52:07.618Z,southeast of the Loyalty Islands,earthquake,reviewed,us,nc,,,,
1984,33,7.1,mw,us,usp000294z,2017-04-26T17:38:16.309Z,"Nias region, Indonesia",earthquake,reviewed,us,hrv,,,,
1984,202.2,7.5,mw,us,usp000297p,2017-04-26T17:38:17.589Z,"Mindanao, Philippines",earthquake,reviewed,us,hrv,,,,
1985,33,8,mw,us,usp0002ccz,2018-03-12T16:55:28.418Z,"offshore Valparaiso, Chile",earthquake,reviewed,us,hrv,,,,
1985,33,7.4,mw,us,usp0002cd3,2017-04-26T17:38:36.157Z,"Valparaiso, Chile",earthquake,reviewed,us,hrv,,,,
1985,37.8,7.2,mw,us,usp0002dm4,2017-04-26T17:38:47.999Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,reviewed,us,nc,,,,
1985,50.7,7,mw,us,usp0002drr,2016-11-10T00:31:24.993Z,Molucca Sea,earthquake,reviewed,us,nc,,,,
1985,188.4,7,mw,us,usp0002e2z,2017-04-26T17:38:50.460Z,"Luzon, Philippines",earthquake,reviewed,us,nc,,,,
1985,26.7,7.2,mw,us,usp0002en1,2017-04-26T17:38:54.843Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1985,33,7.3,mw,us,usp0002gc3,2017-04-26T17:38:59.687Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,nc,,,,
1985,98.7,7.4,mw,us,usp0002h5z,2017-04-26T17:39:04.008Z,"Hindu Kush region, Afghanistan",earthquake,reviewed,us,hrv,,,,
1985,6.8,7,mw,us,usp0002j21,2017-04-26T17:39:10.242Z,"southern Xinjiang, China",earthquake,reviewed,us,hrv,,,,
1985,27.9,8,mw,us,usp0002jwe,2018-02-15T02:39:09.214Z,"Michoacan, Mexico",earthquake,reviewed,us,hrv,,,,
1985,30.8,7.6,mw,us,usp0002jyp,2017-04-26T17:39:15.857Z,"Guerrero, Mexico",earthquake,reviewed,us,hrv,,,,
1985,10,7.1,mw,us,usp0002mvw,2017-04-26T17:39:25.562Z,"near the north coast of Papua, Indonesia",earthquake,reviewed,us,nc,,,,
1985,33,7,mw,us,usp0002na9,2016-11-10T00:04:48.134Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1985,33,7,mw,us,usp0002nae,2017-04-26T17:39:28.714Z,Vanuatu,earthquake,reviewed,us,nc,,,,
1985,43,7.1,mw,us,usp0002p4n,2017-04-26T17:39:31.826Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1986,150,7.1,mw,us,usp0002q31,2015-05-13T18:53:23.000Z,southeast of the Loyalty Islands,earthquake,reviewed,us,hrv,,,,
1986,26.5,7,mw,us,usp0002tcb,2017-04-26T17:39:48.888Z,"Michoacan, Mexico",earthquake,reviewed,us,nc,,,,
1986,33,8,mw,us,usp0002tmu,2018-01-11T21:42:14.190Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,hrv,,,,
1986,538.3,7.1,mw,us,usp0002uf4,2016-11-10T00:36:07.717Z,south of the Fiji Islands,earthquake,reviewed,us,hrv,,,,
1986,547,7.1,mw,us,usp0002v3n,2016-11-10T00:37:49.164Z,south of the Fiji Islands,earthquake,reviewed,us,nc,,,,
1986,102.3,7.2,mw,us,usp0002vbr,2017-04-26T17:39:56.949Z,"New Guinea, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1986,33,7.5,mw,us,usp0002x57,2017-04-26T17:40:06.840Z,Molucca Sea,earthquake,reviewed,us,hrv,,,,
1986,132.3,7.2,mw,us,usp0002xpm,2017-04-26T17:40:09.308Z,Romania,earthquake,reviewed,us,hrv,,,,
1986,29.1,7.7,mw,us,usp0002z3j,2016-11-10T00:49:31.337Z,Kermadec Islands region,earthquake,reviewed,us,hrv,,,,
1986,188.1,7.2,mw,us,usp0002zgu,2017-04-26T17:40:20.294Z,Fiji region,earthquake,reviewed,us,hrv,,,,
1986,33.8,7.4,mw,us,usp0003009,2017-04-26T17:40:21.468Z,Taiwan,earthquake,reviewed,us,hrv,,,,
1987,47.6,7,mw,us,usp000321p,2016-11-10T00:25:00.433Z,South Sandwich Islands region,earthquake,reviewed,us,nc,,,,
1987,54.9,7.4,ms,us,usp000329h,2017-04-26T17:40:39.394Z,"eastern New Guinea region, Papua New Guinea",earthquake,reviewed,us,us,,,,
1987,62.3,7.6,mw,us,usp0003304,2017-04-26T17:40:44.001Z,"Antofagasta, Chile",earthquake,reviewed,us,hrv,,,,
1987,34.8,7,mw,us,usp0003308,2017-04-26T17:40:44.599Z,"near the coast of Antofagasta, Chile",earthquake,reviewed,us,hrv,,,,
1987,10,7.2,mw,us,usp000330w,2017-04-26T17:40:45.750Z,Colombia-Ecuador border region,earthquake,reviewed,us,hrv,,,,
1987,248.7,7,mw,us,usp00033th,2016-11-10T00:30:20.489Z,"Jujuy, Argentina",earthquake,reviewed,us,hrv,,,,
1987,67.3,7.1,mw,us,usp00035ur,2016-11-10T00:37:53.799Z,Banda Sea,earthquake,reviewed,us,hrv,,,,
1987,69.7,7.2,mw,us,usp00037c3,2017-04-26T17:41:13.912Z,"Tarapaca, Chile",earthquake,reviewed,us,hrv,,,,
1987,33,7.4,mw,us,usp000381s,2016-11-10T00:44:51.382Z,Macquarie Island region,earthquake,reviewed,us,hrv,,,,
1987,16,7.3,mw,us,usp000390n,2016-11-10T00:48:00.614Z,Tonga region,earthquake,reviewed,us,nc,,,,
1987,24.7,7,mw,us,usp000396s,2017-04-26T17:41:24.919Z,"Bougainville region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1987,47.8,7.4,mw,us,usp00039av,2017-04-26T17:41:25.550Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1987,10,7.9,mw,us,usp0003aq8,2018-03-06T22:27:19.811Z,Gulf of Alaska,earthquake,reviewed,spe,hrv,,,,
1988,33,7,mw,us,usp0003c61,2017-04-26T17:41:38.443Z,"Antofagasta, Chile",earthquake,reviewed,us,nc,,,,
1988,36.9,7.2,mw,us,usp0003crv,2017-04-26T17:41:42.492Z,"Antofagasta, Chile",earthquake,reviewed,us,hrv,,,,
1988,24.9,7.3,mw,us,usp0003da3,2017-04-26T17:41:47.523Z,"Catanduanes, Philippines",earthquake,reviewed,us,hrv,,,,
1988,10,7.8,mw,us,usp0003dnb,2017-04-13T22:00:02.959Z,Gulf of Alaska,earthquake,reviewed,ags,hrv,,,,
1988,33.1,7.1,mw,us,usp0003ezg,2017-04-26T17:41:55.443Z,near the coast of southern Peru,earthquake,reviewed,us,hrv,,,,
1988,16.6,7,mw,us,usp0003j4t,2016-11-10T00:41:02.822Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1988,27.7,7,mw,us,usp0003j6r,2017-04-26T17:42:08.417Z,"Kepulauan Aru region, Indonesia",earthquake,reviewed,us,nc,,,,
1988,90.5,7.3,mw,us,usp0003jpw,2017-04-26T17:42:09.597Z,Myanmar,earthquake,reviewed,us,hrv,,,,
1988,34,7.6,mw,us,usp0003jtm,2017-04-26T17:42:10.182Z,Solomon Islands,earthquake,reviewed,us,hrv,,,,
1988,35.2,7.1,mw,us,usp0003mmh,2016-11-10T00:48:19.922Z,Tonga region,earthquake,reviewed,us,hrv,,,,
1988,17.8,7.7,mw,us,usp0003nks,2017-04-26T17:42:22.171Z,Myanmar-China border region,earthquake,reviewed,us,nc,,,,
1989,44,7.1,mw,us,usp0003rqq,2017-04-26T17:42:38.281Z,Molucca Sea,earthquake,reviewed,us,hrv,,,,
1989,593.4,7.1,mw,us,usp0003uxu,2016-11-10T00:33:32.869Z,"Acre, Brazil",earthquake,reviewed,us,hrv,,,,
1989,43.8,7,mw,us,usp0003v79,2016-11-10T00:34:42.307Z,"Kermadec Islands, New Zealand",earthquake,reviewed,us,par,,,,
1989,10,8.2,mw,us,usp0003vj7,2016-11-10T00:35:48.762Z,Macquarie Island region,earthquake,reviewed,us,par,,,,
1989,11.4,7.1,mw,us,usp0003z7h,2016-11-10T00:45:01.158Z,south of Alaska,earthquake,reviewed,us,hrv,,,,
1989,28.6,7.4,mw,us,usp00041kg,2017-04-26T17:43:21.677Z,"near the east coast of Honshu, Japan",earthquake,reviewed,us,hrv,,,,
1989,104.4,7.1,mw,us,usp00042ug,2017-04-26T17:43:28.231Z,"eastern New Guinea region, Papua New Guinea",earthquake,reviewed,us,nc,,,,
1989,24.4,7.6,mw,us,usp000433j,2017-04-26T17:43:31.020Z,"Mindanao, Philippines",earthquake,reviewed,us,hrv,,,,
1990,33.2,7.6,mw,us,usp000464d,2016-11-10T00:27:40.187Z,south of the Fiji Islands,earthquake,reviewed,us,hrv,,,,
1990,20.7,7.1,mw,us,usp000467e,2017-04-26T17:43:44.515Z,Vanuatu,earthquake,reviewed,us,nc,,,,
1990,22.2,7.3,mw,us,usp0004720,2017-04-26T17:43:47.930Z,Costa Rica,earthquake,reviewed,us,hrv,,,,
1990,11.4,7.6,mw,us,usp00047gj,2017-02-07T23:21:06.887Z,Mariana Islands region,earthquake,reviewed,us,par,,,,
1990,25.7,7.8,mw,us,usp000482z,2017-04-26T17:43:54.705Z,"Minahasa, Sulawesi, Indonesia",earthquake,reviewed,us,par,,,,
1990,605.7,7.2,mw,us,usp000496v,2016-11-10T00:34:20.463Z,"Tatar Strait, Russia",earthquake,reviewed,us,hrv,,,,
1990,14.9,7.2,mw,us,usp00049hf,2017-04-26T17:44:07.962Z,Sudan,earthquake,reviewed,us,nc,,,,
1990,16,7.1,mw,us,usp00049qe,2017-04-26T17:44:09.757Z,Sudan,earthquake,reviewed,us,hrv,,,,
